Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Area,Road Width,Road Type,Build Area
"House For Sale In Balkhu, Kathmandu","Brihat Cluster, Balkhu, Kathmandu",Kathmandu,22835000,4,3,N/A,0,0-3-1-2 Sq. Feet,20 Feet,NA,1650 Sq. Feet
"House For Sale In Jorpati, Kathmandu","Narayantar, Jorpati, Kathmandu",Kathmandu,16500000,9,3,3,0,3 Aana,10 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Nearby, Panchkanyaa School, Budhanilkantha, Kathmandu",Kathmandu,2100000,0,0,N/A,0,4 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Tokha, Kathmandu","Nearby, Manakamana Mandir, Tokha, Kathmandu",Kathmandu,1600000,0,0,N/A,0,4 Aana,12 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Lele, Lalitpur","Lele, Lele, Lalitpur",Lalitpur,600000,0,0,N/A,0,37 Aana,15 Feet , Soil Stabilized,N/A Sq. Feet
"Newly Constructed House : House For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,32000000,5,4,3,2,0-5-1-0 Aana,13 Feet , Blacktopped,N/A Sq. Feet
"Mountain Property : Land For Sale In Kamalpokhari, Pokhara","Hudikot, Pokhara, Kamalpokhari, Pokhara",Pokhara,2500000,0,0,N/A,0,5 Ropani,0 Feet,NA,N/A Aana
"Pragati Nagar : Land For Sale In Chauthe, Pokhara","chauthe. Pokhara, Chauthe, Pokhara",Pokhara,650000,0,0,N/A,0,2 Ropani,0 Feet,NA,N/A Aana
"Land Near Prithivi Highway : Land For Sale In Chauthe, Pokhara","Chauthe, Pokhara, Chauthe, Pokhara",Pokhara,12000000,0,0,N/A,0,20 Aana,20 Feet , Gravelled,N/A Aana
"22 Aana Land For Sale Near Iceland Hotel Pokhara : Land For Sale In Dhampus, Kaski","Pokhara, Dhampus, Kaski",Kaski,1500000015,0,0,N/A,0,22 Aana,20 Feet , Soil Stabilized,N/A Aana
"DeepLila Sadan : House For Sale In Dhapakhel, Lalitpur","Dhapakhel Height, Dhapakhel, Lalitpur",Lalitpur,42000000,6,5,4,5,11 Aana,0 Feet , Blacktopped,N/A Aana
"Office Space For Rent In Kupondole, Lalitpur","Kupandole, Kupondole, Lalitpur",Lalitpur,50000,3,2,2,4,4.5 Aana,25 Feet , Blacktopped,650 Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Chapali, Budhanilkantha, Kathmandu",Kathmandu,66000000,0,0,3,0,8.3 Aana,40 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Thaiba, Lalitpur","Thaiba, Thaiba, Lalitpur",Lalitpur,1850000,0,0,N/A,0,4 Aana,20 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Hetauda, Makwanpur","Piple Marg, Hetauda, Makwanpur",Makwanpur,600000,0,0,N/A,0,10 Dhur,3.5 Meter,NA,N/A Dhur
"Land For Sale In Chandragiri, Kathmandu","Matatirtha, Chandragiri, Kathmandu",Kathmandu,1200000,0,0,N/A,0,4 Aana,20 Feet,NA,N/A Sq. Feet
"House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu",Kathmandu,17000000,4,3,3,0,3.1 Aana,13 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Deuba Chowk, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,N/A,0,17.5 Aana,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,13000000,3,3,2,0,3.2 Aana,13 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Nagarkot, Bhaktapur","Nagarkot, Nagarkot, Bhaktapur",Bhaktapur,1500000,0,0,N/A,0,5.5 Aana,20 Feet , Blacktopped,N/A Sq. Feet
"House For Rent In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,700000,10,10,N/A,30,14 Ropani,8 Meter,NA,N/A Sq. Feet
"House For Rent In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu",Kathmandu,225000,4,4,4,0,2 Ropani,13 Feet,NA,N/A Sq. Feet
"Business For Sale In Madhyapur Thimi, Bhaktapur","Nearby Kathmandu School of Law, Madhyapur Thimi, Bhaktapur",Bhaktapur,1100000,0,0,N/A,0,600 Sq. Feet,15 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Kausaltar, Bhaktapur","Kausaltar, Kausaltar, Bhaktapur",Bhaktapur,19500000,10,0,4,0,3.5 Aana,20 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Jorpati, Kathmandu","Nearby, Vens School, Jorpati, Kathmandu",Kathmandu,2900000,0,0,N/A,0,3.5 Aana,10 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Balaju, Kathmandu","Bypass, Balaju, Kathmandu",Kathmandu,4500000,0,0,N/A,0,0-9-2-1 Aana,16 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Gokarneshwor, Kathmandu","Nearby, Hanuman Chowk, Gokarneshwor, Kathmandu",Kathmandu,1600000,0,0,N/A,0,34 Aana,15 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Bhaktapur, Bhaktapur","Chamasing, Bhaktapur, Bhaktapur",Bhaktapur,1000000,0,0,N/A,0,15 Aana,12 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Chandragiri, Kathmandu","Srijana chowk, Chandragiri, Kathmandu",Kathmandu,1100000,0,0,N/A,0,14 Aana,8 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Kamalpokhari, Kathmandu","Kamalpokhari, Kamalpokhari, Kathmandu",Kathmandu,55000000,2,3,N/A,0,3400 Sq. Feet,0 Feet,NA,3400 Sq. Feet
"Land For Sale In Mahalaxmi Nagarpalika, Lalitpur","Changathali, Mahalaxmi Nagarpalika, Lalitpur",Lalitpur,2250000,0,0,N/A,0,4 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"Apartment For Sale In Chandol, Kathmandu","Prestige Apartment, Chandol, Kathmandu",Kathmandu,22500000,3,4,N/A,0,1780 Sq. Feet,20 Feet,NA,1780 Sq. Feet
"Apartment For Sale In Panipokhari, Kathmandu","Nearby Japanese Embassy, Panipokhari, Kathmandu",Kathmandu,30000000,3,3,N/A,0,1380 Sq. Feet,11 Meter,NA,1380 Sq. Feet
"Apartment For Sale In Swayambhu, Kathmandu","Bijeshwori, Swayambhu, Kathmandu",Kathmandu,20000000,3,3,N/A,0,1500 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Land For Sale In Minbhawan, Kathmandu","Nearby KENNT collage of Technology, Minbhawan, Kathmandu",Kathmandu,6500000,0,0,N/A,0,5 Aana,20 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Naya Bazar, Kathmandu","Naya Bazar, Naya Bazar, Kathmandu",Kathmandu,6700000,0,0,N/A,0,12 Aana,12 Feet,NA,N/A Sq. Feet
"Land For Sale In Gokarneshwor, Kathmandu","Gokarna, Gokarneshwor, Kathmandu",Kathmandu,1000000,0,0,N/A,0,5.5 Ropani,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Pasikot, Kathmandu","Pasikot, Pasikot, Kathmandu",Kathmandu,2500000,0,0,N/A,0,12 Aana,13 Feet,NA,N/A Sq. Feet
"Land For Sale In Mahalaxmisthan, Lalitpur","Nearby Sobahiti, Mahalaxmisthan, Lalitpur",Lalitpur,2600000,0,0,N/A,0,12 Aana,26 Feet,NA,N/A Sq. Feet
"Land For Sale In Lele, Lalitpur","Lele, Lele, Lalitpur",Lalitpur,250000,0,0,N/A,0,9 Ropani,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,2600000,0,0,N/A,0,5 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Chovar, Kathmandu","Chalnakhel, Chovar, Kathmandu",Kathmandu,400000,0,0,N/A,0,2 Ropani,13 Feet,NA,N/A Sq. Feet
"Land For Sale In Godawari, Lalitpur","Chapagaun, Godawari, Lalitpur",Lalitpur,600000,0,0,N/A,0,4 Ropani,20 Feet,NA,N/A Sq. Feet
"House For Sale In Maligaon, Kathmandu","Maligaon, Maligaon, Kathmandu",Kathmandu,65000000,5,6,N/A,0,12 Aana,13 Feet,NA,N/A Sq. Feet
"House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu",Kathmandu,28000000,6,4,N/A,0,6.5 Aana,13 Feet,NA,N/A Sq. Feet
"Business For Sale In Chabahil, Kathmandu","Nearby AC Complex, Chabahil, Kathmandu",Kathmandu,500000,0,0,N/A,0,300 Sq. Feet,13 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Sitapaila, Kathmandu","Padma Colony, Sitapaila, Kathmandu",Kathmandu,23000000,4,3,3,0,0-5-2-2 Aana,20 Feet,NA,N/A Sq. Feet
"House For Sale In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,35000000,5,4,3,0,3 Aana,20 Feet,NA,N/A Sq. Feet
"Modern House For Sale At Bhaisepati! : House For Sale In Bhaisepati, Lalitpur","27.6845464, Bhaisepati, Lalitpur",Lalitpur,70000000,5,5,3,4,10 Aana,13 Feet,NA,3000 Sq. Feet
"House For Sale In Dhapasi, Kathmandu","Grande Villa, Dhapasi, Kathmandu",Kathmandu,23500000,3,3,2,0,4+ Aana,20 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","CG Hills Housing, Hattigauda, Budhanilkantha, Kathmandu",Kathmandu,80000000,6,7,N/A,4,14.75 Aana,13 Feet,NA,5320 Sq. Feet
"House For Sale In Imadol, Lalitpur","Behind Swimming Pool, Imadol, Lalitpur",Lalitpur,22500000,7,4,3,0,3.3 Aana,13 Feet,NA,N/A Sq. Feet
"House For Sale In Khumaltar, Lalitpur","Khumaltar, Khumaltar, Lalitpur",Lalitpur,60000000,5,5,3,0,10 Aana,20 Feet,NA,N/A Sq. Feet
"House For Sale In Pokhara, Pokhara","Near Deep Housing Pokhara, Pokhara, Pokhara",Pokhara,170000000,5,8,N/A,0,2 Ropani,8 Meter,NA,6000 Sq. Feet
"Business For Sale In Thamel, Kathmandu","Mandala street, Thamel, Kathmandu",Kathmandu,2500000,0,0,N/A,0,200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Sale In Thulo Bharyang, Kathmandu","Thulobharyang, Thulo Bharyang, Kathmandu",Kathmandu,22700000,5,2,3,0,3.5 Aana,12 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,19800000,9,0,3,0,3.5 Aana,12 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,33500000,7,3,3,0,6 Aana,14 Feet , Soil Stabilized,N/A Sq. Feet
"Business For Sale In Kapan, Kathmandu","Aakashedhara, Kapan, Kathmandu",Kathmandu,850000,0,0,N/A,0,200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Sankhamul, Kathmandu","Nearby Livepool International School., Sankhamul, Kathmandu",Kathmandu,2500000,0,0,N/A,0,300 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Sale In Baneshwor, Kathmandu","Buddhanagar, Baneshwor, Kathmandu",Kathmandu,52500000,0,0,3,0,5 Aana,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Dhungedhara, Kathmandu","Near Nursury Chowk, Dhungedhara, Kathmandu",Kathmandu,630000,0,0,N/A,0,250 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Sale In Nakhipot, Lalitpur","Near Kantipur Colony, Nakhipot, Lalitpur",Lalitpur,15100000,0,0,2,0,3.2 Aana,0 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,25000000,6,4,3,3,4.5 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Sitapaila, Kathmandu","Near Padma Colony, Sitapaila, Kathmandu",Kathmandu,17000000,4,4,3,0,3.1 Aana,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Imadol, Lalitpur","Nearby Kist Medical Collage, Imadol, Lalitpur",Lalitpur,1700000,0,0,N/A,0,1200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Jorpati, Kathmandu","Opposite to Jubi Petrol Pump, Jorpati, Kathmandu",Kathmandu,3500000,0,0,N/A,0,1000 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,25500000,5,2,3,2,0-3-1-1 Aana,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Taukhel, Lalitpur","Nearby KItini High School, Taukhel, Lalitpur",Lalitpur,600000,0,0,N/A,0,200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Sale In Gongabu, Kathmandu","Ganesthan, Gongabu, Kathmandu",Kathmandu,22500000,0,0,3,0,3.5 Aana,0 Feet,NA,N/A Sq. Feet
"House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,34500000,10,0,3,0,4.2 Aana,6 Meter,NA,N/A Sq. Feet
"Business For Sale In Gaushala, Kathmandu","Pingalasthan, Gaushala, Kathmandu",Kathmandu,2000000,0,0,N/A,0,250 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Gokarneshwor, Kathmandu","Nearby Sarbeshwor Mandir, Nayabasti, Gokarneshwor, Kathmandu",Kathmandu,750000,0,0,N/A,0,200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Naya Bazar, Kathmandu","Khusibu, Naya Bazar, Kathmandu",Kathmandu,300000,0,0,N/A,0,150 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Samakhusi, Kathmandu","Kapurdhara, Samakhusi, Kathmandu",Kathmandu,550000,0,0,N/A,0,250 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Land For Sale In Basundhara, Kathmandu","Nearby Diyalo Party palace, Basundhara, Kathmandu",Kathmandu,4500000,0,0,N/A,0,1-7-2-0 Ropani,12 Feet,NA,N/A Sq. Feet
"Land For Sale In Kirtipur, Kathmandu","Bhatkeko Pati, Kirtipur, Kathmandu",Kathmandu,2100000,0,0,N/A,0,6 Aana,22 Feet,NA,N/A Sq. Feet
"Office Space For Rent In Jamal, Kathmandu","Kantipath, Jamal, Kathmandu",Kathmandu,90,0,0,1,0,2378 Sq. Feet,42 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Bode, Bhaktapur","Bode, Bode, Bhaktapur",Bhaktapur,2500000,0,0,N/A,0,0-10-3-2 Aana,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Kalanki, Kathmandu","Dhungeadda, Kalanki, Kathmandu",Kathmandu,4000000,0,0,N/A,0,5 Aana,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Khairahani, Chitwan","Tulsipur, Parsa, Khairahani, Chitwan",Chitwan,1.4375E+14,0,0,N/A,0,11:10 Kattha,10 Feet , Soil Stabilized,11:10 Kattha
"Business For Sale In Kapan, Kathmandu","Nearby Prashanti Chowk., Kapan, Kathmandu",Kathmandu,450000,0,0,N/A,0,150 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Jorpati, Kathmandu","Namuna Chowk, Jorpati, Kathmandu",Kathmandu,1200000,0,0,N/A,0,200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Nepaltar, Kathmandu","Near by Gramin School, Nepaltar, Kathmandu",Kathmandu,400000,0,0,N/A,0,300 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Maitidevi, Kathmandu","Opposite Citizen Bank, Maitidevi, Kathmandu",Kathmandu,750000,0,0,N/A,0,500 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Rent In Sanobharyang, Kathmandu","Sanobharayang, Sanobharyang, Kathmandu",Kathmandu,50000,3,2,N/A,0,4 Aana,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Balaju, Kathmandu","Bypass Chowk, Balaju, Kathmandu",Kathmandu,3500000,0,0,N/A,0,500 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Kumaripati, Lalitpur","Opposite to Prabhu Bank, Kumaripati, Lalitpur",Lalitpur,1500000,0,0,N/A,0,600 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Koteshwor, Kathmandu","Nearby Mahadevsthan Mandir, Koteshwor, Kathmandu",Kathmandu,1300000,0,0,N/A,0,800 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Chandragiri, Kathmandu","Chandragiri, Chandragiri, Kathmandu",Kathmandu,600000,0,0,N/A,0,150 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Ekantakuna, Lalitpur","Nearby Kharibot, Ekantakuna, Lalitpur",Lalitpur,600000,0,0,N/A,0,500 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,650000,0,0,N/A,0,1000 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Lease In Koteshwor, Kathmandu","Koteshwor, Koteshwor, Kathmandu",Kathmandu,1600000,0,0,N/A,0,1+ Ropani,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu",Kathmandu,450000,0,0,N/A,0,500 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Kalopul, Kathmandu","Kalopul, Kalopul, Kathmandu",Kathmandu,450000,0,0,N/A,0,1200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Business For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu",Kathmandu,500000,0,0,N/A,0,200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Sale In Sukedhara, Kathmandu","Brindaban Colony, Sukedhara, Kathmandu",Kathmandu,52500000,5,4,3,4,15 Aana,13 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Godawari, Lalitpur","Taukhel, Godawari, Lalitpur",Lalitpur,1700000,0,0,N/A,0,5 aana Aana,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu",Kathmandu,2100000,0,0,N/A,0,3 Aana,20 Feet,NA,N/A Sq. Feet
"Business For Sale In Old Baneshwor, Kathmandu","Old Baneshwor, Old Baneshwor, Kathmandu",Kathmandu,6000000,0,0,N/A,0,1500 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Land For Sale In Lubhu, Lalitpur","Sirutar, Lubhu, Lalitpur, Lubhu, Lalitpur",Lalitpur,5860000,0,0,N/A,0,0-4-0-3 Aana,8 Meter , Gravelled,N/A Aana
"Land For Sale In Mahendrapul, Pokhara","Bastolathar, Mahendrapul, Pokhara",Pokhara,1500000,0,0,N/A,0,30/36 Haat,20 Feet,NA,N/A Sq. Feet
"Flat For Rent In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,9000,0,0,N/A,0,500 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Flat For Rent In Thamel, Kathmandu","Near Kaldhara, Thamel, Kathmandu",Kathmandu,60000,2,1,N/A,0,1200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Rent In Sinamangal, Kathmandu","Nearby Bhatkeko pul, Sinamangal, Kathmandu",Kathmandu,150000,0,0,N/A,0,1 Ropani,0 Feet,NA,N/A Sq. Feet
"Flat For Rent In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,40000,2,2,N/A,0,900 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Flat For Rent In Lazimpat, Kathmandu","Lazimpat., Lazimpat, Kathmandu",Kathmandu,40000,3,1,N/A,0,1200 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Land For Sale In Narephate, Kathmandu","Narephate, Narephate, Kathmandu",Kathmandu,3400000,0,0,N/A,0,7 Aana,20 Feet,NA,N/A Sq. Feet
"Best Price For The Property : Land For Sale In Bharatpur, Chitwan","Baraghare, Bharatpur, Chitwan",Chitwan,605000055,0,0,N/A,0,8 Dhur,14 Feet,NA,N/A Dhur
"House For Sale In Balambu, Kathmandu","Nearby Hariyali Basti, Balambu, Kathmandu",Kathmandu,20500000,7,5,N/A,0,5 Aana,14 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu",Kathmandu,5700000,0,0,N/A,0,0-5-2-0 Aana,24 Feet,NA,N/A Sq. Feet
"BRIHAT HOUSING : House For Sale In Bhaisepati, Lalitpur","Khokana Dobato, Bhaisepati, Lalitpur",Lalitpur,39077000,4,4,3,1,0-8-2-0 Aana,16 Feet , Concrete,2300 Sq. Feet
"House For Sale In Khumaltar, Lalitpur","Khumaltar, Khumaltar, Lalitpur",Lalitpur,37500000,6,5,4,0,0-6-1-0 Sq. Feet,13 Feet,NA,N/A Sq. Feet
"Flat For Rent In Pulchowk, Lalitpur","Pulchowk, Pulchowk, Lalitpur",Lalitpur,25000,2,1,N/A,0,800 Sq. Feet,13 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Chundevi, Kathmandu","Chundevi, Chundevi, Kathmandu",Kathmandu,31000000,8,3,4,1,4 Aana,14 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Ekantakuna, Lalitpur","Ekantakuna, Ekantakuna, Lalitpur",Lalitpur,27000000,5,3,3,0,0-3-1-2 Aana,22 Feet , Blacktopped,N/A Sq. Feet
"Flat For Rent In Satdobato, Lalitpur","Satdobato, Satdobato, Lalitpur",Lalitpur,22000,2,1,1,0,6 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Dhapakhel, Lalitpur","Dhapakhel, Dhapakhel, Lalitpur",Lalitpur,21500000,0,0,3,0,0-4-2-0 Aana,10 Feet,NA,N/A Sq. Feet
"House For Sale In Lokanthali, Bhaktapur","Lokanthali, Lokanthali, Bhaktapur",Bhaktapur,25500000,0,0,4,0,5 Aana,10 Feet,NA,N/A Sq. Feet
"House For Rent In Mulpani, Kathmandu","Green Hill City Housing, Mulpani, Kathmandu",Kathmandu,45000,4,4,N/A,0,3.5 Aana,6 Meter,NA,N/A Sq. Feet
"House For Rent In Old Baneshwor, Kathmandu","Old Baneshwor, Old Baneshwor, Kathmandu",Kathmandu,85000,3,3,N/A,1,8 Aana,12 Feet,NA,N/A Sq. Feet
"House For Rent In Dhobighat, Lalitpur","Thado Dhunga, Dhobighat, Lalitpur",Lalitpur,300000,4,4,3,3,2-8-0-0 Ropani,15 Feet,NA,N/A Sq. Feet
"House For Rent In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,380000,11,4,3,4,1 Ropani,12 Feet,NA,N/A Sq. Feet
"House For Rent In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,250000,5,3,3,4,20 Aana,15 Feet,NA,N/A Sq. Feet
"House For Rent In Sitapaila, Kathmandu","Padma Colony, Sitapaila, Kathmandu",Kathmandu,60000,4,4,3,0,5 Sq. Feet,15 Feet,NA,N/A Sq. Feet
"House For Rent In Budhanilkantha, Kathmandu","Hattigauda, Budhanilkantha, Kathmandu",Kathmandu,140000,5,4,N/A,4,1 Ropani,13 Feet,NA,N/A Sq. Feet
"House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,150000,5,3,3,3,12 Sq. Feet,15 Feet,NA,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu",Kathmandu,2400000,0,0,N/A,0,6 Aana,20 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Dhobighat, Lalitpur","Nayabato, Dhobighat, Lalitpur",Lalitpur,40000000,4,2,3,2,8 Aana,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,3300000,0,0,N/A,0,10 Aana,10 Feet , Concrete,N/A Sq. Feet
"House For Sale In Kapan, Kathmandu","Aakashedhara, Kapan, Kathmandu",Kathmandu,20000000,0,0,3,0,4.2 Aana,12 Feet , Gravelled,N/A Sq. Feet
"House For Rent In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,325000,7,5,3,5,14 Sq. Feet,13 Feet,NA,N/A Sq. Feet
"House For Sale In Tokha, Kathmandu","Near Veena's Residency, Tokha, Kathmandu",Kathmandu,32500000,0,0,3,0,0-6-3-2 Aana,13 Feet , Gravelled,N/A Sq. Feet
"House For Rent In Maharajgunj, Kathmandu","Nearby Chappal Karkhana, Maharajgunj, Kathmandu",Kathmandu,100000,5,2,N/A,0,8 Aana,15 Feet,NA,N/A Sq. Feet
"House For Rent In Nakkhu, Lalitpur","Nakkhu, Nakkhu, Lalitpur",Lalitpur,70000,6,4,3,0,0-3-2-0 Aana,13 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Bagaichaa Colony, Budhanilkantha, Kathmandu",Kathmandu,45000000,0,0,3,0,8 Aana,20 Feet , Gravelled,N/A Sq. Feet
"House For Rent In Nakhipot, Lalitpur","Nakhipot, Nakhipot, Lalitpur",Lalitpur,100000,0,0,N/A,0,8 Aana,13 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Nearby Hepali Height, Budhanilkantha, Kathmandu",Kathmandu,21500000,4,3,3,0,4 Aana,4 Meter , Blacktopped,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Taulung, Budhanilkantha, Kathmandu",Kathmandu,1200000,0,0,N/A,0,11 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"House For Rent In Kumaripati, Lalitpur","Kumaripati, Kumaripati, Lalitpur",Lalitpur,125000,4,3,N/A,2,2100 Sq. Feet,13 Feet,NA,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,600000,0,0,N/A,0,42 Aana,20 Feet , Soil Stabilized,N/A Sq. Feet
"House For Rent In Sanepa, Lalitpur","Nearby Nepal Law Collage, Sanepa, Lalitpur",Lalitpur,150000,3,4,2,0,8 Aana,0 Feet,NA,N/A Sq. Feet
"Land For Sale In Jhapa, Jhapa","Birtamod, Jhapa, Jhapa",Jhapa,2200000,0,0,N/A,0,17 Kattha,20 Feet , Gravelled,N/A Sq. Feet
"House For Rent In Bhaisepati, Lalitpur","Near Saptarishi Mandir, Bhaisepati, Lalitpur",Lalitpur,55000,5,2,N/A,0,0-3-2-0 Aana,13 Feet,NA,N/A Sq. Feet
"Land For Sale In Maharajgunj, Kathmandu","Chappal Karkhana, Maharajgunj, Kathmandu",Kathmandu,3300000,0,0,N/A,0,4 Aana,20 Feet , Soil Stabilized,N/A Sq. Feet
"House For Rent In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,150000,5,5,3,0,7 Aana,15 Feet,NA,N/A Sq. Feet
